V 0 :0.997550141414603 -0.0256558632785086 -0.0650841230526362 -0.064318001815245 0.0296348157666499 -0.997489400238025 0.0275202035842425 0.999231692855599 0.0279119837114456 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.998381401460359 0.00426332165029703 0.0567167370259577 -0.00400116664516162 -0.999980902192467 0.00473492889225927 0.0567358322441578 0.00450033042579889 0.998379111289978 ,0.123697291390848 -0.0322732837191841 0.297656389403048 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-0.0853228952055448 -0.364064104331154 0.00989361408597888 ,19.3054904937744
V 166 :0.757659492065565 -0.65214778293364 0.0256098549662555 -0.0392966476501983 -0.0847527709233461 -0.995626844819993 0.651466306127695 0.753339829346116 -0.0898410415004198 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.777066818470315 -0.627004761026028 0.0550686781397029 0.628684785467754 -0.768961628940915 0.115991358710925 -0.030381441116333 0.124753847718239 0.991722464561462 ,-0.631568567343969 -0.129717639935869 -0.318295504022267 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,0.674031375845424 -0.261275435767737 -0.0869982195461987 ,19.3054904937744
V 168 :0.796558398629779 -0.604544021329609 0.00465625928178648 -0.0631772321935456 -0.090898236694215 -0.993854200943666 0.601251888743708 0.791368757722927 -0.110599254266124 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.81462548317951 -0.57486866799251 0.0768876756385554 0.579920843130647 -0.805330169390805 0.123026348545464 -0.00880403444170952 0.144809141755104 0.989420413970947 ,-0.740734770965458 -0.112871304543189 -0.630590553479281 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,0.961704071491193 -0.0372785336374762 -0.123556674055502 ,19.3054904937744
V 169 :0.86108089715413 -0.507987067378697 -0.0221098327978418 -0.0775933497422942 -0.0883046360682765 -0.993066761265001 0.50251267400897 0.856826426151443 -0.115453945784255 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.876274154813273 -0.473824496104821 0.087372143942075 0.481472672190231 -0.867950013323125 0.121847432037144 0.0181003585457802 0.148839056491852 0.988695740699768 ,-0.853675146663307 -0.0464956627166453 -0.716543315702454 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.10166941235586 0.097927842684418 -0.0938326962933251 ,19.3054904937744
V 171 :0.933345497991368 -0.358278831028515 -0.0224204620649466 -0.0506336815647417 -0.0695586213754701 -0.996292105432263 0.35539083945267 0.931019886469381 -0.0830632921784485 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.943904690944726 -0.325641508841124 0.0547877966133432 0.329758525569282 -0.938278152279668 0.104371548132567 0.0174184832721949 0.116583533585072 0.993028163909912 ,-1.02934398941241 -0.0373240477869779 -0.844504660409694 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.28126568940023 0.33772737479692 -0.0785390784876226 ,19.3054904937744
V 173 :0.946190786075495 -0.323112715182772 0.0179278612783966 -0.0244789554289127 -0.126704133137203 -0.991638503560953 0.322682554622471 0.937840349272202 -0.127795827702654 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.95557001221964 -0.293486174819855 0.0274225322365264 0.29397654800267 -0.942084471907201 0.161414914766696 -0.0215387027710676 0.162304818630219 0.986505568027496 ,-1.15189309328783 0.0156529151898107 -1.15725174056991 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.48760856566105 0.641882978051906 -0.0551089749617848 ,19.3054904937744
V 174 :0.95659923153369 -0.291190610886693 -0.0112390393430839 -0.0330873506380792 -0.0702158506768839 -0.996982942925067 0.289522900146543 0.954084957598383 -0.0768032432678141 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.965046946938638 -0.259756343669738 0.0348041867716316 0.262007823583806 -0.959310001611898 0.105244501041086 0.00605007540434599 0.110684841871262 0.993837118148804 ,-1.25076344681157 0.0125594451815759 -1.30869236985774 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.60284296013183 0.8097699997105 -0.0500408138013046 ,19.3054904937744
V 176 :0.987478574797233 -0.156905615856401 -0.0163412410005501 -0.0315374164213797 -0.0948539509169744 -0.994991537799512 0.154569728304096 0.983048239216738 -0.0986147290641233 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.991866227860846 -0.124081086236063 0.0283821882460373 0.126736064018842 -0.983419047086047 0.129712261405194 0.0118167409673333 0.132254242897034 0.991145372390747 ,-1.55565488768604 0.0467359332527543 -1.45600085104816 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.80034528364296 1.12169844782533 -0.069343908085526 ,19.3054904937744
V 177 :0.995409263043509 -0.0933770099238094 -0.021014904613912 -0.0310261810735941 -0.10709124220325 -0.993765019688274 0.0905442971573861 0.989854896737162 -0.109496818795978 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.997875585607143 -0.0599043644331495 0.0256166391693312 0.0629423788086172 -0.987916336445045 0.141633062702061 0.0168226528912783 0.142944514751434 0.989587724208832 ,-1.67632720750622 0.0834797537775072 -1.48402441190484 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.84795041419372 1.25453553050468 -0.0611428497722981 ,19.3054904937744
V 178 :0.998158932630083 -0.0506941890016885 -0.0333033072167429 -0.0370099070321015 -0.0740264094595322 -0.996569329670303 0.0480549453994681 0.995967239517162 -0.0757664014283075 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.999398826446814 -0.0171715516172365 0.0301218294179726 0.0203451829453212 -0.993895656602239 0.108433762997631 0.0280759744346142 0.108981400728226 0.993647217750549 ,-1.77011414736042 0.0484227592648566 -1.55899961815072 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.88923586876673 1.39975213332702 -0.0779404637695827 ,19.3054904937744
V 179 :0.997665455273777 -0.0459589116843652 -0.0505148320570649 -0.0545155398325785 -0.0904241319296649 -0.994410198462604 0.0411342479092546 0.994842485080315 -0.0927185848971247 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.998830048786046 -0.00967045405041814 0.0473844111392178 0.0155227595438193 -0.992067785792926 0.124742543510833 0.0458022244274616 0.125332117080688 0.99105703830719 ,-1.8126597013493 0.0933749127170782 -1.6964302760362 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.93024964479975 1.54708476127927 -0.104890569276126 ,19.3054904937744
V 180 :0.999421954019304 -0.0219106946560731 -0.0259977211802007 -0.0292647881830807 -0.165142656327713 -0.985835461918293 0.0173070022909037 0.986026484065123 -0.16568849231875 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.999684084760485 0.0133156909791319 0.0213204302950917 -0.00881105556281073 -0.979978553473916 0.198908653168396 0.0235421657562256 0.19865794479847 0.979786098003387 ,-1.88499663029394 0.173921325365151 -1.77912826350339 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.96724840475638 1.68123914687142 -0.115486662944858 ,19.3054904937744
V 181 :0.998831883879834 0.039244879259637 -0.0281994606662992 -0.0218412638211129 -0.153926811910707 -0.987840877287486 -0.0431083486039914 0.987302914084125 -0.152889919274114 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.997232781763638 0.0733959437536032 0.0118428108757333 -0.0698915932380494 -0.979828320431003 0.187222175623715 0.0253452640026808 0.185876339673996 0.982246220111847 ,-2.01762637874251 0.159679254665133 -1.79031343473634 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.99277957245783 1.81316514010628 -0.116918694522129 ,19.3054904937744
V 183 :0.966808391632705 0.251981629745816 -0.0422729629838522 -0.00883241362948638 -0.132390412204405 -0.9911583172104 -0.255350223131293 0.958633531262851 -0.125770634743925 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.958782972737059 0.284023192822381 -0.00813502322359573 -0.281508799196717 -0.945629013168763 0.162906798109988 0.0385765954852104 0.158482328057289 0.986607909202576 ,-2.41258816278853 0.0959517587694978 -1.58904955280593 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.99113790048167 2.09676265676914 -0.153136820949228 ,19.3054904937744
V 184 :0.891788885122742 0.452040009876261 -0.0192986746809258 0.0359860037057653 -0.113382797927812 -0.992899476561093 -0.451018428426933 0.884762325693877 -0.117380731402288 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.877614328619307 0.475726348256114 -0.0589701381541402 -0.47912153950419 -0.86656296557886 0.139682639879526 0.0153493825346231 0.150841355323792 0.988438785076141 ,-2.70120899012381 0.0106750138358157 -1.21241043029927 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.93292043910702 2.26137049773323 -0.129644730279628 ,19.3054904937744
V 186 :0.720008701743636 0.693962259962209 -0.00203063243894197 0.0800207099988238 -0.0859300215233042 -0.993082461458618 -0.689336232873209 0.714865507580946 -0.117401796538759 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.698462045838234 0.707196498960725 -0.109654267775231 -0.715644692067994 -0.690620962615229 0.104381641495631 -0.00191120058298111 0.151380091905594 0.988473773002625 ,-2.92760148548806 -0.09215881931665 -0.691127351730828 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.71611176896655 2.50592160497523 -0.123579869658762 ,19.3054904937744
V 187 :0.524207570265118 0.851590445413563 -0.000833227583152185 0.0647724696138621 -0.0408470912242207 -0.997063777727368 -0.849123994859604 0.522614371556209 -0.0765720571397357 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.498092233452179 0.861545342150051 -0.0982049839226242 -0.867113385850495 -0.495450512189184 0.0514162006096414 -0.00435831025242805 0.110764846205711 0.993837118148804 ,-3.02210122541488 -0.0963039069414526 -0.264207542396213 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.44572205517249 2.7142947056623 -0.0662833517275714 ,19.3054904937744
V 188 :0.277458752238303 0.96071135677639 0.00712140154907248 0.0590742308722305 -0.00966161169886133 -0.998206851641843 -0.958919890803944 0.277381836177174 -0.0594340668896969 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.248221554242643 0.964116520182977 -0.094157917472528 -0.9686184830416 -0.24831179640063 0.0109431996963071 -0.0128299929201603 0.0939194187521935 0.995497107505798 ,-3.02298511773342 -0.172711222137336 0.223194171224489 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.13869491436417 2.86759967915987 -0.085860056870597 ,19.3054904937744
V 189 :-0.0253257057993748 0.999251309095342 -0.0292504192169978 0.0194890428076053 -0.0287607259679539 -0.999396379414048 -0.999489367152457 -0.0258804675547617 -0.0187461614989074 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.0553347448328777 0.997038741808425 -0.0534026528193974 -0.998218860531035 0.0564362532053996 0.0193428954204743 0.0222994610667229 0.0522372052073479 0.998385727405548 ,-2.8429199938147 -0.0533940972476008 0.655061854024115 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,0.649812017632414 2.90658276944695 -0.0769285157596802 ,19.3054904937744
V 190 :-0.0436747214025958 0.997923489133809 -0.0473452020145779 0.0102592741062181 -0.0469399254272641 -0.99884505070895 -0.998993350509216 -0.0441100217794369 -0.00818797494910284 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.0735909777910735 0.996317304042177 -0.0440052863965979 -0.996483166458861 0.075233010496727 0.0368994378725743 0.0400741994380951 0.0411350540816784 0.998349606990814 ,-2.87582834051292 0.0218119727428251 0.304089504380338 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,0.243538091477498 2.93670988614376 -0.0661716377342025 ,19.3054904937744
