V 0 :0.997805019101527 0.0130518763962059 -0.0649216793587203 -0.0652564338555209 0.0271070328334701 -0.99750028921355 -0.0112594192369749 0.999547401706243 0.0278991636540438 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.997484070298509 0.0430428002758951 0.0563277431863894 -0.0427189201595654 -0.999062993589211 0.00694204884002845 0.0565737672150135 0.00451832264661789 0.998388171195984 ,0.0113005227100032 -0.000705272080968371 0.0535879808898193 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,0.0403216022653402 -0.122530121866148 0.0408874962571506 ,19.3054904937744
V 161 :0.827941698280574 -0.560813921851188 -0.000383490623908855 -0.0553879440578403 -0.0810899196020597 -0.995166649727143 0.558072236388308 0.823961313429619 -0.0982001614645162 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.844644796079177 -0.531072027138007 0.0673607852707538 0.535310900785017 -0.836931429033688 0.113964757941954 -0.00414713472127914 0.132318720221519 0.991198539733887 ,-0.53524021310222 -0.103025541405577 -0.365088064147773 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,0.644899170302193 -0.0865682991201417 -0.0846914742874536 ,19.3054904937744
V 162 :0.782144386292415 -0.622574989154979 0.0255076043175368 -0.035940529354256 -0.0859452472034172 -0.995651400881912 0.622059944917437 0.777826360732138 -0.0895973580070426 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.800635945337075 -0.597019023649584 0.050501481149424 0.59838518722455 -0.792506094396144 0.117767501250055 -0.0302867069840431 0.124508231878281 0.991756200790405 ,-0.567309197776882 -0.0739204262661477 -0.574423656225453 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,0.794647173016328 0.00885074655230832 -0.0560416150017778 ,19.3054904937744
V 164 :0.819399736082873 -0.573205452950392 0.00441661850483532 -0.0596961875244357 -0.0929939055034378 -0.993875526109946 0.570105649000457 0.814117778761005 -0.110417467154949 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.836498891576238 -0.543197817098116 0.0721502042013282 0.547901467747436 -0.827055553954429 0.125630723594685 -0.0085701011121273 0.144621178507805 0.989449977874756 ,-0.692905150700821 -0.0520142903181347 -0.890119519280482 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.07481548444636 0.244435974670354 -0.0920281233702939 ,19.3054904937744
V 166 :0.929843831540792 -0.367954999309411 5.90881611092775e-05 -0.0327720642098003 -0.0829768410730995 -0.996012517877807 0.366492688014649 0.926134181920379 -0.0892142358622838 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.940602527036013 -0.337450010242932 0.0373463227799583 0.339475469669527 -0.93322249495011 0.117697021965987 -0.00486443936824799 0.123384259641171 0.992347061634064 ,-0.984026475451168 -0.00144536595267014 -1.05714068459897 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.32290023194288 0.540233876234407 -0.0423520825292062 ,19.3054904937744
V 168 :0.952551208753858 -0.304374658762755 -0.00160295251119758 -0.0316360725472362 -0.0937656525342324 -0.995091561889408 0.302730376625845 0.947926430329861 -0.0989458980746815 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.961384732717635 -0.273120010295034 0.0338394607826666 0.275193019591383 -0.952738220587338 0.128681692872166 -0.00290539860725403 0.133024990558624 0.991108417510986 ,-1.13632166046205 0.0435050760352088 -1.34834605363556 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.51785689861637 0.861753360863555 -0.0380604048419259 ,19.3054904937744
V 170 :0.969304786382681 -0.245627497148777 -0.0107704015512394 -0.0288076473884343 -0.0699589702146721 -0.997133845799353 0.24417002020797 0.966836966059183 -0.0748875910361938 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.97635875743017 -0.214221142501919 0.0288696481951717 0.216087120020211 -0.970708334817344 0.105035071379439 0.00552326906472445 0.10879023373127 0.994049370288849 ,-1.32628156081824 0.0597147330045916 -1.61081268213021 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.7111452718355 1.16156614713088 -0.0234653299298952 ,19.3054904937744
V 171 :0.980161759487365 -0.198017964401863 -0.00848975018992398 -0.0229539283944861 -0.0708642463751959 -0.99722185284865 0.196866230490351 0.97763360718936 -0.0740038035920194 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.98575274316686 -0.166845930867786 0.0213111828565406 0.168170697258053 -0.980052735635782 0.105902844260123 0.00321662425994873 0.10797792673111 0.994148075580597 ,-1.45897061391833 0.0456912551021572 -1.69626159508706 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.79901678921377 1.29998255868898 -0.0403945202713641 ,19.3054904937744
V 172 :0.99290148942372 -0.117865105036142 -0.0159696129997662 -0.0274169626845965 -0.0961500924382288 -0.994989242672497 0.115739032059739 0.988364048387611 -0.0986991522633537 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.996095000913834 -0.085271546125401 0.0228916565934395 0.0875454834659523 -0.987528595068963 0.130856465794307 0.0114478301256895 0.132349506020546 0.991137027740479 ,-1.64030742420256 0.105175870441981 -1.70848852757527 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.86963662682686 1.43696818774231 -0.0369906289061582 ,19.3054904937744
V 173 :0.998321930053933 -0.0540853441542252 -0.0207047316248476 -0.0264749256450309 -0.108249691458067 -0.993771174087932 0.0515071775292518 0.992651652762778 -0.109500030915186 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.999585901537601 -0.0209777740021528 0.019709914854146 0.0235770903762764 -0.989506726012116 0.142551471504063 0.0165126770734787 0.142957121133804 0.989591121673584 ,-1.77687990082142 0.144844706818366 -1.73033294710814 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.91180018192742 1.57207303011248 -0.0286819024523594 ,19.3054904937744
V 174 :0.999402338643771 -0.0107955132657486 -0.0328470032921219 -0.0335703743175932 -0.0755664208540374 -0.996575561740308 0.0082764130262807 0.997082544305708 -0.075883745822457 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.999426853401929 0.0224844919745828 0.0253150386939695 -0.0195794307850694 -0.993775226539313 0.109670887606143 0.0276233479380608 0.109112352132797 0.993645548820496 ,-1.88195033734027 0.102659855478327 -1.80195820973244 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.94746453553815 1.71921507751141 -0.0453442331321688 ,19.3054904937744
V 175 :0.998725769742887 -0.00574016341237255 -0.0501369845926348 -0.0504532764138497 -0.092610070388245 -0.994423393675548 0.00106495774967978 0.995685883319857 -0.0927817801001487 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.998661708702515 0.0302492049995403 0.0419469041585567 -0.0247184930606397 -0.991644032186057 0.126613178924118 0.0454263463616371 0.125406891107559 0.991064846515656 ,-1.92566579730828 0.153884859057981 -1.93710783091065 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.98258001195966 1.86816525725906 -0.0721126245574226 ,19.3054904937744
V 176 :0.999494859574237 0.0186442279319632 -0.0257417960457556 -0.0222891229399435 -0.166233306290324 -0.985834542492811 -0.0226592728909792 0.985910342924059 -0.165733845801381 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.998510027806079 0.0530029853626222 0.0129832615886501 -0.0493514252848749 -0.978623968680807 0.199649037254289 0.0232877247035503 0.198710799217224 0.979781448841095 ,-2.0056342906693 0.249137325919693 -2.0118544618278 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,2.01444545728726 2.00384500431731 -0.0825954457411552 ,19.3054904937744
V 177 :0.996400621607792 0.0799824579107879 -0.0280795092535898 -0.0154174334437848 -0.154734015083876 -0.987835877810453 -0.0833543993832259 0.984713250207597 -0.152944053517553 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.993551523739693 0.113307545251542 0.00406891942051475 -0.110538471961184 -0.976007102894459 0.187593239003255 0.0252270251512527 0.185933798551559 0.982238352298737 ,-2.1534681780904 0.231711109154981 -2.01536249877208 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,2.03482634162631 2.13661269282391 -0.0838440064858888 ,19.3054904937744
V 178 :0.985324433687979 0.16516745560811 -0.0430749442298185 -0.0189533536404839 -0.14492658848633 -0.989260912401009 -0.169636418753606 0.975559439746034 -0.13966932356177 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.979928142674264 0.199294230773449 0.00474973759212956 -0.195335824207168 -0.964677294870774 0.176753233161476 0.0398078635334969 0.172277674078941 0.984243750572205 ,-2.34227155818799 0.217231680103482 -1.95856358437325 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,2.03882550051603 2.27719619695369 -0.105122867004613 ,19.3054904937744
V 179 :0.955711176705643 0.291256817413416 -0.0422611502089869 -0.00338703602885898 -0.132701205995946 -0.99115032950824 -0.29428742916583 0.947396541601801 -0.125837609414394 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.946486340143638 0.322404309748695 -0.0148125056014878 -0.320431787881655 -0.933229767473855 0.162498839105903 0.0385668501257896 0.158549308776855 0.986597537994385 ,-2.59477834741 0.161467009064625 -1.78133357404366 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,2.02159772492811 2.42025618352472 -0.120171373263985 ,19.3054904937744
V 180 :0.897759012379481 0.440183850638075 -0.0163381386200109 0.0350721486091681 -0.108404900234895 -0.993487964385437 -0.439088492553693 0.891339818540971 -0.112759776809956 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.88394506305498 0.464016950748596 -0.0577002146965635 -0.467430270187077 -0.873656029561193 0.135033550759935 0.0122477170079947 0.146333083510399 0.989159524440765 ,-2.85070580673069 0.0572666164609498 -1.48007956172584 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.97808036253875 2.54546182869776 -0.102522789319899 ,19.3054904937744
V 182 :0.73692885295081 0.675290430205467 -0.030314624307862 0.0855035130468772 -0.137606223049557 -0.986789619410898 -0.67054109687116 0.724601785566622 -0.159145772609293 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.715894817519995 0.688733237972859 -0.114635848365017 -0.697660420520102 -0.699122651053311 0.156517514650876 0.0276542976498604 0.192026942968369 0.980999946594238 ,-3.14690875651257 0.0815131560378091 -0.867863518913191 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.80665589148843 2.75418696218428 -0.096840753592715 ,19.3054904937744
V 183 :0.654782501611141 0.755814570845651 0.00210505934966648 0.0802695317656866 -0.0667697264158493 -0.994534411321903 -0.751543045235798 0.651372695494906 -0.104388623213513 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.631405591664436 0.76739893668502 -0.111471976625741 -0.775426076322888 -0.626020882636641 0.0825372501247242 -0.0064447857439518 0.138552755117416 0.990334093570709 ,-3.20844282343974 -0.0582265878065657 -0.709806854805678 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.65046030170726 2.87792721506548 -0.0708473138312839 ,19.3054904937744
V 184 :0.491074040793075 0.871116994901761 -0.00132622768184554 0.0661479475193166 -0.0388074854450613 -0.997054914215523 -0.868602923270637 0.489540066207282 -0.0766800271209224 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.464381895867065 0.87997561903807 -0.0999626143115362 -0.885626764219521 -0.461902169881712 0.0480816634155517 -0.00386225059628487 0.110857799649239 0.993828773498535 ,-3.29014717708938 -0.0595195132292228 -0.286506348607712 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,1.45010068373717 3.01368959337718 -0.0332066072110316 ,19.3054904937744
